Manufactor,Year,Model,Hand,Gear,capacity_Engine,Engine_type,Prev_ownership,Curr_ownership,Area,City,Price,Pic_num,Cre_date,Repub_date,Description,Color,Km,Test
מרצדס,2005, SLK,8,אוטומטית,3500,בנזין,,,ירושלים והסביבה,ירושלים,80000.0,1,2022-07-21,2022-07-21,"קבריולט גג נפתח 
רכב מדהים 
נוסע באוטו יומיום &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גג נפתח מלא חשמלי קשיח
חימום בכסאות ועוד מלא",nan,251000,
מרצדס,2020, 300,1,אוטומטית,1991,היברידי,,,nan,ירכא,,1,2022-07-17,2022-07-17,"מצב מעולה ,אין בו סריטות, מטופל בחברה , נהג יחיד, מעט מאוד קילומטר יחסית לגילו ,שקט מאוד ותענוג לנהוג בו. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; עור קאמל , דלתות ואקום , מסכים ועוד.",nan,20000,
מרצדס,2020, 300,1,אוטומטית,2000,בנזין,,,nan,nazareth,380000.0,1,2022-07-17,2022-07-17,"*ציפוי נאנו 
*תיבול בחברה 
*עדיין באחריות
*לרצינים בלבד &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; חבילת ""AMG""
כוח סוס 258
עליה לכביש : 1.10
פתיחת ו סגירת דלתות ""חכם""
ספוילר מקורי
גנט ""19""
קניה בארץ
מצלמה +חישניים 360 
גג נפתח",nan,7800,
מרצדס,2020, 180,1,אוטומטית,1300,בנזין,,,נס ציונה - רחובות,נס ציונה,220000.0,1,2022-07-16,2022-07-16,רכב שמור חדש נהג אחד עור אמיתי לבן &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; רכב מיוחד שמור הייטב חדש,nan,40000,
מרצדס,2010, 200,1,אוטומטית,2200,טורבו דיזל,,,"ראשל""צ והסביבה",ראשון לציון,,1,2022-07-13,2022-07-13,הרכב במצב מצויין פלוס אחרי טיפול גדול צמיגים וברקסים חדשים מסך מולטימדיה חדש מצלמת רוורס מזגן מקפיא אפילו לא צריך דלק לבוא להתרשם ולקחת לרציניים בלבדד!!! מיכאל 0506859929,nan,410,
מרצדס,2020, GLA,2,אוטומטית,1595,בנזין,,,חולון - בת ים,חולון,214900.0,1,2022-07-11,2022-07-11,"מרצדס GLA Style שחור. הידיים פרטיות. מפואר, ריפודי עור קרם. גג פנורמי נפתח, גלגלי מגנזיום, הנעה בכפתור. הרכב מטופל במוסך מוסדר. עבר טיפול גדול. כמו חדש.",nan,37237,
מרצדס,2015, GLA,3,אוטומטית,1595,בנזין,,,חולון - בת ים,חולון,121500.0,1,2022-07-11,2022-07-11,"מרצדס GLA Style לבן. הידיים פרטיות. מפואר, ריפודי עור קרם. גג פנורמי נפתח, גלגלי מגנזיום, הנעה בכפתור. הרכב מטופל במוסך מוסדר. עבר טיפול גדול. כמו חדש.",nan,157124,
מרצדס,2019, A-CLASS,2,אוטומטית,2000,בנזין,,,רמת גן - גבעתיים,רמת גן,295000.0,1,2022-07-08,2022-07-08,נקי תאונות דגם a35,nan,59000,
מרצדס,2013, 350,4,אוטומטית,3500,בנזין,,,nan,שיח' דנון,170000.0,1,2022-07-04,2022-07-04,"מרצדס cls 350 2013 
טסט לשנה 
ללא תאונות התחייבות בבדיקה 
רכב חדש ומלא תוספות &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; כסאות חימום וקירור עם מסאג 
306 כוחות סוס 
רכב מטופל וטסט לשנה מתחייב בבדיקה 
רכב יבוא אישי נקי ומטופל ומושקע , עם כל התוספות האפשריות ל amg",nan,134000,
מרצדס,2019, 300,2,אוטומטית,2000,בנזין,,,נתניה והסביבה,נתניה,430000.0,1,2022-07-01,2022-07-01,מתחייב בבדיקה חדש חדש צמיגים חדשים,nan,47000,
מרצדס,2015, 220,1,אוטומטית,2200,דיזל,,,חיפה וחוף הכרמל,חיפה,70000.0,1,2022-06-30,2022-06-30,"מונית לשעבר.רכב שמור ומטופל ,הוחלף מנוע יש חשבוניות על 30,000 מהחברה.אחרי טיפול גדול הוחלף כל דבר אפשרי . &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גג שחור,ג'נט 18,מסך גדול.
אופצייה ל100% מימון.צ'קים וכרטיסי אשראי.",nan,,
מרצדס,2008, 270,4,אוטומטית,3500,בנזין,,,חולון - בת ים,בת ים,600000.0,1,2022-06-28,2022-06-28,ג'יפ מרצדס מנועה 3500 שמור ‏מתחייב בבדיקה גיר מנוע של דא &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; כל התוספות האפשריות גנטים מערכת מידרכות,nan,205000,
מרצדס,2016, GLA,2,אוטומטית,1600,בנזין,,,nan,כאוכב אל-היג'א,142000.0,1,2022-06-26,2022-06-26,במצב טוב,nan,800000,
מרצדס,2016, CLS,2,אוטומטית,3000,דיזל,,,ירושלים והסביבה,ירושלים,230000.0,1,2022-06-14,2022-06-14,"רכב חלומי במצב תצוגה כל התוספות, המודעה מיועדת לאנשים רציניים אם יכולות...",nan,120000,
מרצדס,2013, C-Class Taxi,3,טיפטרוניק,2100,דיזל,פרטית,פרטית,ירושלים והסביבה,מעלה אדומים,35000.0,12,2022-06-12,2022-06-12,"רכב שמור ומטופל ברמת הבורג הכל ברכב כמו חדש 
מוכרים עקב התקדמות ליותר חדשה",לבן שנהב,540,
מרצדס,2018, C-Class,1,טיפטרוניק,2300,דיזל,פרטית,פרטית,זכרון - בנימינה,זכרון יעקב,145000.0,2,2022-06-05,2022-06-06,"רכב במצב מעולה. 
104 אלף קמ 
מצב חדש
מתחייב על הכל",לבן,104000,
מרצדס,2014, S-CLASS,2,טיפטרוניק,,היברידי,,,כרמיאל והסביבה,כרמיאל,270000.0,1,2022-06-02,2022-06-02,רכב נקי קנייה בארץ &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; כל התוספות,nan,,
מרצדס,2009, S-Class,4,אוטומטית,1400,בנזין,פרטית,פרטית,רמת גן - גבעתיים,רמת גן,79000.0,5,2022-05-22,2022-05-23,רכב שמור במצב מצויין טיפולים בזמן גג נפתח טסט עד 11/22 גמיש למיהרי החלטה,כסוף,290000,
מרצדס,2018, GLA,2,אוטומטית,1600,בנזין,,,רמת גן - גבעתיים,גבעתיים,184000.0,1,2022-05-10,2022-05-10,"רכב מטופל ושמור! קלימוטראז נמוך! מטופל במוסך מרצדס! &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מדרגות, ציפוי יוקרתי הגנה מפני שירות !",nan,32000,
מרצדס,2017, 350,2,אוטומטית,20000,היברידי,,,חיפה וחוף הכרמל,חיפה,320000.0,1,2022-05-02,2022-05-02,אין מילים רכב מדהים,nan,48000,
מרצדס,2018, E-Class,1,אוטומטית,2000,היבריד,פרטית,פרטית,"ראשל""צ והסביבה",ראשון לציון,300000.0,4,2022-02-26,2022-02-27,"טסט לשנה, צמיגים חדשים ראנפלט, ג'נטים 19 , קיט AMG בפנים ובחוץ, עם המון תוספות , הנעה וכניסה ללא מפתח, גג פנורמי , שמשות כהות, מצלמה 360, מסך קוקפיט ענק. מערכת שמע בורמאסטר, אפל קאר פליי, תצוגה עלית על השמשה, ריפוד עור נאפה שחור, חימום בכסאות, מזגן מפוצל 3 אזורים, קרוז קונטרול אדפטי, מערכות בטיחות אקטיביות, חנייה אוטונומית. בלימה אוטונומית מערכת סטייה מנתיב מושבי עור מלאים ,נהג יחיד, רכב ללא עישון,",שחור,75000,
מרצדס,2017, CE,1,אוטומטית,2000,היבריד,ייבוא אישי,פרטית,רמת גן - גבעתיים,רמת גן,170000.0,3,2022-02-22,2022-02-22,"מצב פצצה,חדש לחלוטין,יבוא אישי",כחול,30000,
מרצדס,2017, S-Class,1,אוטומטית,6000,בנזין,פרטית,פרטית,כרמיאל והסביבה,כרמיאל,760000.0,5,2022-02-17,2022-02-17,"שנת 7/2017
יד00
ק״מ 30000
רמת גימור vision",שחור,30000,
מרצדס,2017, A-Class,4,אוטומטית,2000,בנזין,פרטית,פרטית,nan,טירה,250000.0,8,2022-02-14,2022-02-14,"A45 AMG
Edition 1 
proven-E
רכב שמור מאוד , מדבקה לכל הרכב , אגזוז Fi . Downpipe , סטיג 2 מלא
כיסאות bucket , הגה אלקנטרה",אפור מטאלי,74000,
מרצדס,2021, GT AMG,1,טיפטרוניק,3000,בנזין,אחר,אחר,רעננה - כפר סבא,כפר סבא,779000.0,7,2021-10-18,2022-02-06,"367 כ""ס, מיזוג אוויר אוטומטי
חיישני חניה קדמיים, אחוריים, מערכות היגוי עצמי, מצלמת 360 °
כריות אוויר מלפנים ובצד, בקרת שיוט אדפטיבית
מערכת אזעקה, גלגלי סגסוגת, תאורת אווירה
אנדרואיד אוטו, Apple CarPlay, חימום עזר
בלוטות, נעילה מרכזית, רדיו DAB
מערכת התרעה למרחקים,
התאמת מושב חשמלי, מערכת התראה על עייפות, מנורת ערפל ,הנעה ארבע על ארבע,
ערכה ללא ידיים, תצוגה עילית, מושבים מחוממים, אימובילייזר
הזרמת מוזיקה משולבת, נעילה מרכזית ללא מפתח, מסייע לשינוי נתיב ,הגה מעור, פנסי לד
מושבי עיסוי, הגה רב תכליתי, מערכת ניווט
גג פנורמי, אוורור מושבים
מערכת בקרת הגבלת מהירות, חבילת ספורט
השעיית ספורט, מערכת התחלה-עצירה
מסך מגע, בקרת משיכה, זיהוי תמרורים
יציאת USB,שליטה קולית
בקרת שיוט אדפטיבית.
זמני אספקה מהירים במיוחד ~~ ליווי צמוד ויחס אישי,
SELECTMOTORS.ORG יבוא אישי
050-5829568
*אחריות יבואן רשמי .",לבן מטאלי,7231,
מרצדס,2021, GT AMG,1,אוטומטית,4000,בנזין,פרטית,אחר,רעננה - כפר סבא,כפר סבא,1299000.0,18,2021-09-27,2022-02-06,"Mercedes-Benz AMG GT Roadster Designo,,,קבריולט,,,,כל התוספות,, 
טווין טורבו V8 585 כ""ס,,,לוח מכוונים דיגיטלי מלא חדש !! מסך מולטימדיה חדש !! אגזוזי ספורט !! בקרות שליטה !! כיסאות ספורט חשמליים !! GPS מובנה !! בקרת שיוט אדפטיבית !! חיישני 360 !! מצלמות 360 !! 
מערכות היגוי עצמי,,, עיצוב פנים עור מלא,,,מערכת התרעה למרחקים
מושבי ספורט, חבילת ספורט השעיית ספורט, מערכת התחלה-עצירה ,בקרת משיכה,, חבילת AMG DYNAMIC PLUS,,, 
ריפוד גג designo בצבע מיקרופייבר DINAMICA שחור
,,,, כנף אחורית",שחור,5000,
מרצדס,2009, S-Class,2,אוטומטית,3500,בנזין,פרטית,פרטית,באר שבע והסביבה,קרית גת,95000.0,4,2022-02-06,2022-02-06,"תוספות
				kit s 550",אפור,210000,
מרצדס,2021, E-Class קופה / קבריולט,1,טיפטרוניק,3000,בנזין,פרטית,אחר,רעננה - כפר סבא,כפר סבא,695000.0,24,2021-10-11,2022-02-06,"מיוחדת-- אין את הדגם הזה בארץ, קבריולט, (435 כ""ס) E 53 AMG
תאורת אווירה,פנסי מולטי LED עוקבי פניה,חיישנים היקפיים כולל מצלמות 360,בקרת שיוט אדפטיבית,כיוון הגה חשמלי,שליטה מלאה מההגה כולל מנופי העברת הילוכים, מושבי עור חשמליים כולל חימום וזיכרונות, מפתח חכם לגישה והנעת הרכב,מסך כפול דיגיטלי ,הקרנה על השמשה,מסך טאצ רחב,מערכת שמע יוקרתית ברומאסטר כולל APPLE CAR-PLAY,מגנזיום 20 אינץ,כל מערכות הבטיחות
SELECTMOROS.COM -050-5829568",לבן מטאלי,9900,
מרצדס,2021, S-Class,1,אוטומטית,3000,היבריד,אחר,ייבוא אישי,רעננה - כפר סבא,כפר סבא,1150000.0,12,2021-10-11,2022-02-06,"Mercedes-Benz S 500 Typ 4Matic AMG
מנוע היברידי (435 כ""ס) + כל התוספות
צורה חדשה .!! מושבים חשמליים מאווררים ומחוממים עם זיכרונות, כניסה והנעת ללא מפתח, וילונות חשמליים, מתלי אוויר, מערכת סאונד ברומאסטר, תאורת אווירה 64 צבעים דינאמיים, מצלמות 360 אקטיביות, בקרת שיוט אדפטיבית, זיהוי תמרורים, אורות גבוהים אדפטיביים, וואקום בדלתות, אורות קדמיים זזים, מסך טא""צ רחב 3D,חניה אוטומטית ,גג פנורמי חשמלי כפול, טעינה אלחוטית לטלפון, שליטה מלאה מההגה כולל מנופי עברת הילוכים, מגנזיום 19 אינץ AMG,
יבוא אישי SECMOTORS.ORG 050-5829568",לבן מטאלי,150,
מרצדס,2021, S-Class,1,אוטומטית,4000,היבריד,אחר,אחר,רעננה - כפר סבא,כפר סבא,955000.0,17,2021-09-24,2022-02-06,"SELECT MOTORS יבוא אישי, ישירות מהסוכנות בח""ול, הלקוח ירשם יד ראשונה, S 580 4MATIC ,Platinum Plus ,496-hp 4.0L Twin-Turbo V8 Mild Hybrid, גג פנורמי, כל התוספות האפשריות.",לבן מטאלי,,
מרצדס,2021, GT AMG,1,טיפטרוניק,4000,בנזין,פרטית,ייבוא אישי,רעננה - כפר סבא,כפר סבא,1600000.0,10,2021-10-11,2022-02-06,"מיוחדת במינה----אחת מתוך 750 שיוצרו---AMG GT R PRO --- גג פחמן 
,585 כ""ס---צבע מגנו כחול מבריק---מושבים עור אקסקלוסיבי נאפה / מיקרופייבר דינאמיקה שחור---חבילת חניה, מצלמה קדמית,,
מצלמה אחורית עוזר חניה PARKTRONIC--- עמעום אוטומטי של מראות חיצוניות, מראות חיצוניות מתקפלות חשמלית, חבילת הגנה מפני גניבות , מערכת אזעקה וגניבה, אבטחת פנים, חבילת מסלול עזרה נקודה עיוורת
עוזר לשמירת נתיבים
231 פתיחת דלתות המוסך, עוזר מרחק פעיל DISTRONIC קצב מסלול 
מערכת סראונד 810 בורמסטר, 840 זכוכית כהה מבודדת תרמית, 
 תאורת אווירה, פנסי LED עם ביצועים גבוהים, עוזר קרן אור אדפטיבית
פנים חבילת לילה PAK AMG הגה ביצועים AMG בצבע מיקרופייבר DINAMICA שחור דגמים מיוחדים מרצדס AMG GT R PRO
מערכת בלמים מרוכבים AMG בעלת ביצועים גבוהים,, חבילת מסלול AMG---מערכת פליטת ביצועים AMG
ועוד,,,,,זמני אספקה מהירים במיוחד ~~ ליווי צמוד ויחס אישי, אם כל התוספות האפשריות, SELECTMOTORS.ORG יבוא אישי 050-5829568",כחול,950,
מרצדס,2023, E-Class,4,אוטומטית,2500,בנזין,חברה,פרטית,חולון - בת ים,חולון,86000.0,4,2023-12-09,2023-12-09,"לנקות את קארפקס! מיילים נמוכים במיוחד!!

""המהדורה הסופית, מוגבלת ל-999 יחידות וזמינה בצורות סלון ואחוזה, תהיה ההזדמנות האחרונה שלך לרכוש את ה-V8 בי-טורבו בנפח 604 כ""ס, 4.0 ליטר לפני ההכלאה גורפת פנימה עם ה-Mk6.
כפי שהייתם מצפים, יש כמות מתאימה של עיטור מיוחד כדי להפוך את המכונית לראויה להידרדר אחרון, עם סגסוגות שחורות מזויפות בגודל 20 אינץ', צבע מגנו גרפיט מט, ובנוסף - באדיבות חבילת הלילה של AMG - אלמנטים שונים שחור מבריק הכוללים את החזית מפצל, פסי עיטור, מקיפות חלונות ובית מראה.
צנרת תאומים כרום שחורה הושלכו פנימה, וישנה זכוכית כהה מעמוד ה-b לאחור. סמלי AMG על עמודי ה-c יזכירו למשתמשי כביש אחרים את העליונות הצפויה שלכם במקרה של מירוץ דראג מאולתר.""-Top Gear


*****ניווט*****BLUETOOTH*****מערכת גיבוי******מחיר מקורי 169,930$**מהדורה סופית 1 מתוך 99 (DV8) 56,113$****ביצועי סדאן מדהימים** סיבי AMG סיבי פחמן $2,850**מיוצר כותרות מיקרופייבר שחורות $1,600**גג PAMORAMA $1,000**גלגל הגה AMG בעור NAPPA/ALCANTARA $500**מגן חלונות אחורי כוח $440",אפור,6351,
מרצדס,2023, E-Class,4,אוטומטית,2500,בנזין,חברה,פרטית,תל אביב,תל אביב יפו,86000.0,4,2023-12-09,2023-12-09,"לנקות את קארפקס! מיילים נמוכים במיוחד!!

""המהדורה הסופית, מוגבלת ל-999 יחידות וזמינה בצורות סלון ואחוזה, תהיה ההזדמנות האחרונה שלך לרכוש את ה-V8 בי-טורבו בנפח 604 כ""ס, 4.0 ליטר לפני ההכלאה גורפת פנימה עם ה-Mk6.
כפי שהייתם מצפים, יש כמות מתאימה של עיטור מיוחד כדי להפוך את המכונית לראויה להידרדר אחרון, עם סגסוגות שחורות מזויפות בגודל 20 אינץ', צבע מגנו גרפיט מט, ובנוסף - באדיבות חבילת הלילה של AMG - אלמנטים שונים שחור מבריק הכוללים את החזית מפצל, פסי עיטור, מקיפות חלונות ובית מראה.
צנרת תאומים כרום שחורה הושלכו פנימה, וישנה זכוכית כהה מעמוד ה-b לאחור. סמלי AMG על עמודי ה-c יזכירו למשתמשי כביש אחרים את העליונות הצפויה שלכם במקרה של מירוץ דראג מאולתר.""-Top Gear


*****ניווט*****BLUETOOTH*****מערכת גיבוי******מחיר מקורי 169,930$**מהדורה סופית 1 מתוך 99 (DV8) 56,113$****ביצועי סדאן מדהימים** סיבי AMG סיבי פחמן $2,850**מיוצר כותרות מיקרופייבר שחורות $1,600**גג PAMORAMA $1,000**גלגל הגה AMG בעור NAPPA/ALCANTARA $500**מגן חלונות אחורי כוח $440",אפור,6351,
מרצדס,2023, E-Class,4,אוטומטית,2500,בנזין,חברה,פרטית,אשדוד - אשקלון,אשדוד,86000.0,4,2023-12-09,2023-12-09,"לנקות את קארפקס! מיילים נמוכים במיוחד!!

""המהדורה הסופית, מוגבלת ל-999 יחידות וזמינה בצורות סלון ואחוזה, תהיה ההזדמנות האחרונה שלך לרכוש את ה-V8 בי-טורבו בנפח 604 כ""ס, 4.0 ליטר לפני ההכלאה גורפת פנימה עם ה-Mk6.
כפי שהייתם מצפים, יש כמות מתאימה של עיטור מיוחד כדי להפוך את המכונית לראויה להידרדר אחרון, עם סגסוגות שחורות מזויפות בגודל 20 אינץ', צבע מגנו גרפיט מט, ובנוסף - באדיבות חבילת הלילה של AMG - אלמנטים שונים שחור מבריק הכוללים את החזית מפצל, פסי עיטור, מקיפות חלונות ובית מראה.
צנרת תאומים כרום שחורה הושלכו פנימה, וישנה זכוכית כהה מעמוד ה-b לאחור. סמלי AMG על עמודי ה-c יזכירו למשתמשי כביש אחרים את העליונות הצפויה שלכם במקרה של מירוץ דראג מאולתר.""-Top Gear


*****ניווט*****BLUETOOTH*****מערכת גיבוי******מחיר מקורי 169,930$**מהדורה סופית 1 מתוך 99 (DV8) 56,113$****ביצועי סדאן מדהימים** סיבי AMG סיבי פחמן $2,850**מיוצר כותרות מיקרופייבר שחורות $1,600**גג PAMORAMA $1,000**גלגל הגה AMG בעור NAPPA/ALCANTARA $500**מגן חלונות אחורי כוח $440",אפור,6351,
מרצדס,2023, E-Class,4,אוטומטית,2500,בנזין,חברה,פרטית,ירושלים והסביבה,ירושלים,86000.0,4,2023-12-09,2023-12-09,"לנקות את קארפקס! מיילים נמוכים במיוחד!!

""המהדורה הסופית, מוגבלת ל-999 יחידות וזמינה בצורות סלון ואחוזה, תהיה ההזדמנות האחרונה שלך לרכוש את ה-V8 בי-טורבו בנפח 604 כ""ס, 4.0 ליטר לפני ההכלאה גורפת פנימה עם ה-Mk6.
כפי שהייתם מצפים, יש כמות מתאימה של עיטור מיוחד כדי להפוך את המכונית לראויה להידרדר אחרון, עם סגסוגות שחורות מזויפות בגודל 20 אינץ', צבע מגנו גרפיט מט, ובנוסף - באדיבות חבילת הלילה של AMG - אלמנטים שונים שחור מבריק הכוללים את החזית מפצל, פסי עיטור, מקיפות חלונות ובית מראה.
צנרת תאומים כרום שחורה הושלכו פנימה, וישנה זכוכית כהה מעמוד ה-b לאחור. סמלי AMG על עמודי ה-c יזכירו למשתמשי כביש אחרים את העליונות הצפויה שלכם במקרה של מירוץ דראג מאולתר.""-Top Gear


*****ניווט*****BLUETOOTH*****מערכת גיבוי******מחיר מקורי 169,930$**מהדורה סופית 1 מתוך 99 (DV8) 56,113$****ביצועי סדאן מדהימים** סיבי AMG סיבי פחמן $2,850**מיוצר כותרות מיקרופייבר שחורות $1,600**גג PAMORAMA $1,000**גלגל הגה AMG בעור NAPPA/ALCANTARA $500**מגן חלונות אחורי כוח $440",אפור,6351,
מרצדס,2019, E-Class,4,אוטומטית,2500,בנזין,חברה,פרטית,נתניה והסביבה,נתניה,86000.0,4,2023-12-09,2023-12-09,"לנקות את קארפקס! מיילים נמוכים במיוחד!!

""המהדורה הסופית, מוגבלת ל-999 יחידות וזמינה בצורות סלון ואחוזה, תהיה ההזדמנות האחרונה שלך לרכוש את ה-V8 בי-טורבו בנפח 604 כ""ס, 4.0 ליטר לפני ההכלאה גורפת פנימה עם ה-Mk6.
כפי שהייתם מצפים, יש כמות מתאימה של עיטור מיוחד כדי להפוך את המכונית לראויה להידרדר אחרון, עם סגסוגות שחורות מזויפות בגודל 20 אינץ', צבע מגנו גרפיט מט, ובנוסף - באדיבות חבילת הלילה של AMG - אלמנטים שונים שחור מבריק הכוללים את החזית מפצל, פסי עיטור, מקיפות חלונות ובית מראה.
צנרת תאומים כרום שחורה הושלכו פנימה, וישנה זכוכית כהה מעמוד ה-b לאחור. סמלי AMG על עמודי ה-c יזכירו למשתמשי כביש אחרים את העליונות הצפויה שלכם במקרה של מירוץ דראג מאולתר.""-Top Gear


*****ניווט*****BLUETOOTH*****מערכת גיבוי******מחיר מקורי 169,930$**מהדורה סופית 1 מתוך 99 (DV8) 56,113$****ביצועי סדאן מדהימים** סיבי AMG סיבי פחמן $2,850**מיוצר כותרות מיקרופייבר שחורות $1,600**גג PAMORAMA $1,000**גלגל הגה AMG בעור NAPPA/ALCANTARA $500**מגן חלונות אחורי כוח $440",אפור,6351,
מרצדס,2018, E-Class קופה / קבריולט,3,אוטומטית,2000,בנזין,פרטית,פרטית,nan,עראבה,355000.0,5,2022-01-19,2022-01-19,"רכב שמור מאווד ק""מ נמוך 29000 בלבד ללא תיקון צבע התחייבות מלאה בבדיקה",לבן מטאלי,29000,
מרצדס,2021, S-Class,1,טיפטרוניק,4000,היבריד,פרטית,אחר,רעננה - כפר סבא,כפר סבא,1100000.0,20,2021-10-15,2022-01-16,", S 580 4MATIC ,Platinum Plus ,496-hp
4.0L Twin-Turbo V8 Mild Hybrid גג פנורמי כפול,
מושב נהג עם 14 כיוונים
מושב נוסעים 14 כיוונים
2 מסכי LCD מלפנים
מצלמת גיבוי בתצוגה מקיפה 360
ABS ובקרת משיכה
Active Blind Spot
סיוע בלמים פעיל עם בלימת חירום אוטונומית
אזהרת יציאה מנתיב Active Keeping Assist
עוזרת שמירה על נתיב פעיל מסייעת לשמירה על נתיבים
מושבים מרובי קווים פעילים
חיישני חניה אוטומטיים Active Assist Assist
מערכת מצלמות אוויר
חיישן תפוסת כריות אוויר
אנדרואיד אוטו
Apple CarPlay
אוטומטי w / בקרת נהג מתכוונן אוטומטי w / נהג בקרת רכיבה
מערכת BURMESTER HIGH END 4D SURROUND SOUND
Bluetooth אלחוטי Ph
ועוד ועוד ועוד<<<",אפור מטאלי,1760,
מרצדס,2005, E-Class,9,אוטומטית,2600,בנזין,פרטית,פרטית,גליל ועמקים,ריינה,1000000.0,5,2021-12-13,2021-12-13,None,כסף מטלי,280000,
מרצדס,2021, CLA,1,אוטומטית,1300,היבריד,פרטית,פרטית,נתניה והסביבה,נתניה,344900.0,5,2021-12-13,2021-12-13,"רכב מעולה, מהדורה ודגם בעיצוב יחיד ומיוחד בארץ. 
עם תוספות רבות של מעל 50 אלף ש""ח: מערכות מתקדמות של ביצועים, בטיחות, בידור ונוחות (יפורט בטלפון), Night package, צבע מיוחד לבן מטאלי, חישוקים 19 אינץ' מולטיספוק בלק AMG), כסא חשמלי עם זיכרון, חבילת ניווט, מערכת סאונד ועוד. 
רכב פלאג-אין, 160 כ""ס בשילוב עם חשמל מגיע ל260 כ""ס, 6.3 ש' מ0-100. 
נהג יחיד, הקונה ירשם 01, נא לא להתקשר בשבת. 
לרציניים בלבד!",לבן מטאלי,19000,
מרצדס,2011, E-Class,3,אוטומטית,3000,בנזין,פרטית,פרטית,גליל ועמקים,נצרת,1.0,5,2021-10-06,2021-10-09,None,כסוף מטאלי,118000,
מרצדס,2018, C-Class,1,אוטומטית,2300,דיזל,פרטית,פרטית,חדרה וישובי עמק חפר,חדרה,130000.0,,2023-09-26,2023-09-26,None,לבן,120000,
מרצדס,2022, E-Class,1,טיפטרוניק,3000,בנזין,אחר,אחר,רעננה - כפר סבא,כפר סבא,765000.0,16,2022-05-27,2022-10-13,"2022 Mercedes-Benz AMG E 53 4MATIC** חדש* 430 כ""ס** (ביבוא)selectmotors.org
**רכב חדש**הלקוח ירשם יד 00**
מנוע: 
3.0L I6 24V GDI DOHC Turbo
430 כ""ס
גיר: 
9-Speed Automatic-הנעה כפולה 4X4
מושבים מחוממים**מערכת ניווט**
**מערכת שמ פרימיום Apple CarPlay/Android 
גג פנורמי**
סיוע בלימה**בקרת יציבות**מושב זיכרון
כניסה ללא מפתח, התנעה ללא מפתח, פנסי LED, חישוקי סגסוגת, יציאת USB, בלוטות', חיישני מרחק חניה, מצלמת גיבוי, סיוע בחניה, בלימת חירום אוטומטית, צג נקודה עיוורת, מערכת אזהרת התנגשות, היגוי דינמי, צג נהג
**ועוד תוספות רבות**
רישיון יבואן מקביל , וכן רישיון תיווך יבוא אישי מטעם משרד התחבורה, כ""כ חתימת הסכם .
בבקשה רק רציניים לפנות, הרכב ביבוא לא נמצא בארץ.
זמני אספקה מהירים במיוחד ~~ ליווי צמוד ויחס אישי,
סלקט מוטורס יבוא מקביל ואישי רכבי יוקרה אופנועים ואספנות 
SelectMotors.org
050-5829568 
Toy's for the big boy's",לבן,232,
מרצדס,2022, E-Class,1,אוטומטית,1900,בנזין,אחר,פרטית,nan,טירה,460000.0,5,2022-07-17,2022-07-17,"רכב שמור מאוד , נהגת יחידה , גמיש במחיר",אפור מטאלי,17000,
מרצדס,2013, V- CLASS,3,טיפטרוניק,3000,טורבו דיזל,,,ירושלים והסביבה,מבשרת ציון,90000.0,,2022-10-18,2022-10-18,9 מקומות מפואר לאחר טיפול 4 פנסים חדשים &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; דלת הזזה חשמלית,nan,330000,
מרצדס,2014, E- CLASS,2,אוטומטית,2000,בנזין,,,גליל ועמקים,נצרת עילית,12000.0,,2022-10-17,2022-10-17,רכב שמור ומטופל &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; אחרי צבע כללי לרכב שריטות,nan,111562,
מרצדס,2019, 180,1,אוטומטית,1600,בנזין,,,nan,כפר יסיף,199000.0,,2022-10-13,2022-10-13,"רכב שמור מאד
אין לו תיקון צבע &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גג פנורמי",nan,59000,
מרצדס,2017, 220,1,אוטומטית,2200,טורבו דיזל,,,רעננה - כפר סבא,רעננה,148000.0,,2022-09-25,2022-09-25,מושקעת ושמורה מאוד &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; פול תוספות ! הקודם זוכה,nan,220000,
מרצדס,2011, 200,3,אוטומטית,2200,טורבו דיזל,,,קריות,קרית מוצקין,50000.0,,2022-09-05,2022-09-05,"רכב במצב מעולה,מנוע חדש .יש קבלות ושטר מכר. רכב שמור,רכב מנהלים",nan,40000,
